"","Latitude","Longitude","annualmean","annualsd","annualchl"
"1",-77.5,-178.5,358.165840158676,75.6744380876258,2.39607891819719
"2",-77.5,-177.5,389.078784288505,89.962694492765,2.51771221282306
"3",-77.5,-176.5,389.849114168071,83.7506418897813,2.65317784125606
"4",-77.5,-175.5,401.759549942975,76.4162789778511,2.75456189060653
"5",-77.5,-174.5,380.237670652251,64.4960804473878,2.6053244702311
"6",-77.5,-173.5,389.464041604383,78.7945800881045,2.46682003512978
"7",-77.5,-172.5,340.564474363788,90.8705844435799,2.0568063843271
"8",-77.5,-171.5,407.662496375405,102.977546626318,2.4659519802641
"9",-77.5,-170.5,434.624290805449,98.2548370446833,3.03195186828574
"10",-77.5,-169.5,431.747648374321,76.8614434295053,3.09491775088288
"11",-77.5,-168.5,449.120640940539,101.862294355504,2.4740878278907
"12",-77.5,-167.5,394.778237171533,64.1552214756879,2.25955542588994
"13",-77.5,-166.5,440.203227941734,102.911558977073,2.18535086631333
"14",-77.5,-165.5,431.495347231142,47.4000668643733,2.81580121953178
"15",-77.5,-164.5,379.492708559565,65.3268532412851,3.28472668367128
"16",-77.5,-163.5,431.630934101594,42.4614051488552,4.08866114390117
"17",-77.5,-162.5,383.164408284847,103.872194892663,3.16969998668324
"18",-77.5,-161.5,415.038762134535,12.5883796441125,3.25664032885322
"19",-77.5,-160.5,416.296241277741,61.4638638993573,2.52932186424732
"20",-77.5,-159.5,420.445956844729,84.2061115983839,1.97878187139269
"21",-77.5,-44.5,330.661863758814,56.9965461435872,1.73024115297529
"22",-77.5,-43.5,321.70623262569,49.982000378638,1.98763514321452
"23",-77.5,-42.5,219.573083156192,56.641742387337,0.61767863953022
"24",-77.5,-41.5,120.74045634939,58.1669685430125,0.193810354545713
"25",-77.5,-40.5,161.477988009552,105.421744385074,0.604197640316907
"26",-77.5,-39.5,185.402220890593,102.413331193757,1.03519193271882
"27",-77.5,-38.5,179.375029857346,117.275548022354,1.12278331488276
"28",-77.5,-37.5,178.338725774488,110.393353789244,1.07223945447189
"29",-77.5,-36.5,253.685309626234,38.0756176446398,2.17302994194243
"30",-77.5,-35.5,283.654021767689,17.291202230336,2.23835323563073
"31",-77.5,165.5,274.090192144396,109.663106250344,0.752868075461607
"32",-76.5,-179.5,392.330331937625,68.1724121501954,2.60916837206569
"33",-76.5,-178.5,373.675261275616,77.1578908721407,2.15823009543415
"34",-76.5,-177.5,376.66129197752,91.3597708142113,2.68172012969194
"35",-76.5,-176.5,376.346668644016,90.1532912859064,2.24777949270275
"36",-76.5,-175.5,411.647436465804,100.805162921513,1.78344971358914
"37",-76.5,-174.5,387.436246991817,74.240113383336,2.10090926963238
"38",-76.5,-173.5,393.581029904536,104.351732864185,2.28176389441446
"39",-76.5,-172.5,396.427133867856,93.6849596735528,2.09545353134304
"40",-76.5,-171.5,388.605143806316,89.357246407412,2.02310532067592
"41",-76.5,-170.5,368.040588171439,86.0643783492228,1.65056869753497
"42",-76.5,-169.5,335.126205424165,103.107895923653,1.38483826755819
"43",-76.5,-168.5,337.820025963665,53.1337713680617,1.50882331682024
"44",-76.5,-167.5,333.029799556869,41.7734972671444,0.87150141924747
"45",-76.5,-166.5,384.017698061135,43.4074710576926,1.87749591262804
"46",-76.5,-165.5,378.288653293946,75.0503046443887,1.84709341120389
"47",-76.5,-164.5,395.786621592411,47.5534567647407,2.37520100245321
"48",-76.5,-163.5,377.034436076073,62.0927960140302,2.56306045488627
"49",-76.5,-162.5,302.701444014486,130.071843686993,2.07818843914658
"50",-76.5,-161.5,272.8230071534,97.5236318333841,1.77112358285942
"51",-76.5,-160.5,295.880098083611,103.157712405744,2.0340940070649
"52",-76.5,-159.5,340.048439525968,60.496308453304,2.90688294096401
"53",-76.5,-158.5,292.400395020862,94.6953737209112,2.49332958873775
"54",-76.5,-157.5,336.992017420314,63.6183751003094,3.13602559530625
"55",-76.5,-156.5,320.613925716248,10.6912017767042,2.86546324207275
"56",-76.5,-155.5,307.693865443321,34.2878945264489,2.26382785417478
"57",-76.5,-154.5,266.49731119393,25.3037304046299,1.83450814900506
"58",-76.5,-153.5,228.981662463996,65.6022627023896,1.17242084865251
"59",-76.5,-152.5,273.128507384811,15.1349149117594,0.839415669347949
"60",-76.5,-151.5,145.6651905198,36.2423334394457,0.174568671635445
"61",-76.5,-49.5,405.885621463607,NA,3.6004223053654
"62",-76.5,-48.5,352.039582910418,NA,2.67484646497501
"63",-76.5,-47.5,350.910893485462,NA,2.53283489909437
"64",-76.5,-45.5,NA,NA,NA
"65",-76.5,-44.5,312.670754093238,NA,1.18926416937676
"66",-76.5,-43.5,313.275160194246,NA,0.985950105353222
"67",-76.5,-42.5,321.921439657715,NA,1.36779804498542
"68",-76.5,-41.5,289.049894269936,NA,0.97546079158783
"69",-76.5,-40.5,337.285215296383,NA,2.23247654080391
"70",-76.5,-39.5,NA,NA,NA
"71",-76.5,-38.5,343.664038205541,NA,3.3402658328414
"72",-76.5,-37.5,323.135883199182,NA,2.87016898145278
"73",-76.5,-36.5,320.735393748648,NA,3.63019640743732
"74",-76.5,-35.5,335.505779883801,NA,3.65389408502314
"75",-76.5,-34.5,290.058527419693,NA,3.53873743779129
"76",-76.5,-33.5,272.572069419733,41.2754831251925,5.02075405507696
"77",-76.5,-32.5,268.44021883509,32.5268125905014,3.13795513914342
"78",-76.5,-31.5,285.471566573156,33.9252334582411,2.30675515414702
"79",-76.5,164.5,297.240654105101,135.54165181093,0.912006003044999
"80",-76.5,165.5,338.51065860743,168.884919739104,1.39231011466882
"81",-76.5,166.5,404.730721858772,193.973589685086,1.83673134730553
"82",-76.5,167.5,341.959265086958,151.537868231941,1.34955323904931
"83",-76.5,168.5,338.584051519598,128.895125721364,1.3028084839873
"84",-76.5,169.5,340.931364866836,47.3658294765883,1.47736001075536
"85",-76.5,170.5,347.014778513629,41.4895467941777,1.92554440275869
"86",-76.5,171.5,371.332079991317,41.487712973747,2.09535909048003
"87",-76.5,172.5,395.464166208,48.6384841835864,2.24146581070096
"88",-76.5,173.5,408.944279298297,53.8967655844775,2.08671699865129
"89",-76.5,174.5,410.812553471206,42.2183417905567,1.88840136961953
"90",-76.5,175.5,441.437310263489,48.2199448785947,2.12788481224148
"91",-76.5,176.5,446.898441620249,49.6674120994934,2.40707507528683
"92",-76.5,177.5,458.651592006983,61.8730146680647,3.03477017917567
"93",-76.5,178.5,450.183433964576,76.7809274595162,3.05121804906899
"94",-76.5,179.5,441.561689879534,91.6033728572824,2.89745412450782
"95",-75.5,-179.5,307.856864624802,15.9934446989612,0.892447034507309
"96",-75.5,-178.5,317.796334179827,11.6419056391269,1.01177612077165
"97",-75.5,-177.5,258.622618684228,78.6361765998346,0.830177037951847
"98",-75.5,-176.5,290.223263068153,53.8899753016739,0.919510224478598
"99",-75.5,-175.5,258.314112968131,61.9521260148988,0.956901995893567
"100",-75.5,-174.5,254.744334028934,88.2073577593214,0.959596430142296
"101",-75.5,-173.5,236.134942924192,88.2773339152189,1.0285872048181
"102",-75.5,-172.5,224.089016726555,82.3763512488224,1.21611032730382
"103",-75.5,-171.5,176.52249376123,33.8099494601104,0.944684043371429
"104",-75.5,-170.5,177.878155755959,1.99659106497741,1.16068823987411
"105",-75.5,-169.5,192.294789516638,46.9885479837955,1.24163140853983
"106",-75.5,-168.5,236.473341039171,24.8495975529011,2.040108500152
"107",-75.5,-167.5,252.093313412814,19.8415470408183,2.62670814577077
"108",-75.5,-166.5,244.330000600531,30.9525419571211,1.29960796733697
"109",-75.5,-165.5,229.13878640057,58.6101674796883,2.77207917782168
"110",-75.5,-164.5,163.32919867446,NA,0.906696503981948
"111",-75.5,-163.5,149.734155748512,NA,0.480579811458786
"112",-75.5,-162.5,283.772607402208,NA,7.37589612685972
"113",-75.5,-161.5,213.735521584216,102.263358262126,3.85693535891672
"114",-75.5,-160.5,211.81234447629,101.197492429435,3.62668416866412
"115",-75.5,-159.5,154.338284170662,5.00670133659593,0.699609655757848
"116",-75.5,-158.5,184.763959412296,53.0413964934856,1.9939788876643
"117",-75.5,-157.5,176.330338815826,20.7804923607942,1.2569841314422
"118",-75.5,-156.5,198.947731960365,26.7247553692372,1.81703073650332
"119",-75.5,-155.5,202.24982255858,NA,2.65054309873709
"120",-75.5,-154.5,204.070111635553,22.7702145794339,2.19369321751098
"121",-75.5,-153.5,239.869801266141,9.14188605212882,3.08153129110079
"122",-75.5,-152.5,222.492938498029,NA,2.6885437220335
"123",-75.5,-151.5,187.944410979666,51.8874147991575,1.55355258035793
"124",-75.5,-150.5,270.761719303778,NA,2.74833711485068
"125",-75.5,-149.5,285.954929812444,NA,2.89245197163509
"126",-75.5,-148.5,250.709717012768,NA,1.7252237617776
"127",-75.5,-55.5,270.744499288401,NA,1.20031518727127
"128",-75.5,-54.5,288.102332087908,NA,1.42908498417172
"129",-75.5,-53.5,303.288287992213,0.609613591209166,2.20447352052562
"130",-75.5,-52.5,322.460722826287,NA,2.09186266528236
"131",-75.5,-51.5,NA,NA,NA
"132",-75.5,-50.5,NA,NA,NA
"133",-75.5,-49.5,NA,NA,NA
"134",-75.5,-48.5,NA,NA,NA
"135",-75.5,-47.5,NA,NA,NA
"136",-75.5,-46.5,345.746813816411,NA,3.83781090295977
"137",-75.5,-45.5,NA,NA,NA
"138",-75.5,-44.5,NA,NA,NA
"139",-75.5,-43.5,353.522732181639,NA,3.89035368050244
"140",-75.5,-42.5,345.980076571523,NA,2.16277256713691
"141",-75.5,-41.5,364.355122739416,NA,4.05485869374345
"142",-75.5,-40.5,NA,NA,NA
"143",-75.5,-39.5,374.66428630108,NA,4.34751400614486
"144",-75.5,-38.5,378.737059158197,NA,4.79312016631736
"145",-75.5,-37.5,350.069741930433,52.9451282749475,3.72338123605901
"146",-75.5,-36.5,301.75037563669,66.1760496904901,2.02926444564317
"147",-75.5,-35.5,NA,NA,NA
