"","Latitude","Longitude","annualmean","annualsd","annualchl"
"1",-77.5,-178.5,328.994303706397,175.794336584238,2.39607891819719
"2",-77.5,-177.5,409.396581188722,166.571616880057,2.51771221282306
"3",-77.5,-176.5,373.359679744358,127.188224898538,2.65317784125606
"4",-77.5,-175.5,404.940595403933,179.260028706737,2.75456189060653
"5",-77.5,-174.5,335.43612298999,184.614739483035,2.6053244702311
"6",-77.5,-173.5,398.965683113437,167.93955624301,2.46682003512978
"7",-77.5,-172.5,327.548488706378,173.635964218874,2.0568063843271
"8",-77.5,-171.5,403.931088787991,161.478951899382,2.4659519802641
"9",-77.5,-170.5,390.405661119444,201.245389661537,3.03195186828574
"10",-77.5,-169.5,356.870815841013,137.516256692017,3.09491775088288
"11",-77.5,-168.5,388.387853677107,147.588168873362,2.4740878278907
"12",-77.5,-167.5,353.432047697951,119.726711795273,2.25955542588994
"13",-77.5,-166.5,379.281878954966,117.033924438143,2.18535086631333
"14",-77.5,-165.5,418.616190658587,143.067499496277,2.81580121953178
"15",-77.5,-164.5,358.987989443789,197.832772109951,3.28472668367128
"16",-77.5,-163.5,453.645165156218,171.656821160963,4.08866114390117
"17",-77.5,-162.5,388.42834599625,205.598385094049,3.16969998668324
"18",-77.5,-161.5,473.650496985075,170.68225918243,3.25664032885322
"19",-77.5,-160.5,388.931087346222,113.304261608134,2.52932186424732
"20",-77.5,-159.5,387.764641520701,98.1253269256541,1.97878187139269
"21",-77.5,-44.5,150.995710907123,49.3389094982162,1.73024115297529
"22",-77.5,-43.5,144.295536486634,60.0836287335343,1.98763514321452
"23",-77.5,-42.5,156.069740533564,24.6739619603374,0.61767863953022
"24",-77.5,-41.5,162.333831998925,12.9924300333809,0.193810354545713
"25",-77.5,-40.5,137.504600264066,32.9549376156957,0.604197640316907
"26",-77.5,-39.5,150.417355709145,49.6575338656915,1.03519193271882
"27",-77.5,-38.5,115.027809156769,29.6330894625982,1.12278331488276
"28",-77.5,-37.5,144.58720552904,60.6143297756851,1.07223945447189
"29",-77.5,-36.5,122.391025063705,72.026910284981,2.17302994194243
"30",-77.5,-35.5,145.026153031677,23.9076127660974,2.23835323563073
"31",-77.5,165.5,396.2532943194,184.567390073924,0.752868075461607
"32",-76.5,-179.5,330.428918273483,160.605469467914,2.60916837206569
"33",-76.5,-178.5,321.988047312246,146.145321422394,2.15823009543415
"34",-76.5,-177.5,363.761653892395,101.3289627425,2.68172012969194
"35",-76.5,-176.5,363.690744219897,113.953718623857,2.24777949270275
"36",-76.5,-175.5,365.548978118683,113.428170688784,1.78344971358914
"37",-76.5,-174.5,318.951936378209,132.776957975174,2.10090926963238
"38",-76.5,-173.5,357.11525920165,102.910689305989,2.28176389441446
"39",-76.5,-172.5,309.006528957958,55.3422632586995,2.09545353134304
"40",-76.5,-171.5,330.451433360971,121.662751597814,2.02310532067592
"41",-76.5,-170.5,326.383853053419,104.646176132061,1.65056869753497
"42",-76.5,-169.5,279.626356912016,62.0834559743238,1.38483826755819
"43",-76.5,-168.5,324.250996261056,69.1838528468417,1.50882331682024
"44",-76.5,-167.5,306.811237736135,94.6715506532588,0.87150141924747
"45",-76.5,-166.5,324.819901954705,82.9442363052029,1.87749591262804
"46",-76.5,-165.5,387.504273636117,119.596886521575,1.84709341120389
"47",-76.5,-164.5,365.014457041695,113.229763521262,2.37520100245321
"48",-76.5,-163.5,403.723192081003,120.791157729221,2.56306045488627
"49",-76.5,-162.5,366.322849290932,123.005108557222,2.07818843914658
"50",-76.5,-161.5,355.077547401044,92.2669119060933,1.77112358285942
"51",-76.5,-160.5,362.054710499398,127.867917059451,2.0340940070649
"52",-76.5,-159.5,425.768977802901,152.831169893908,2.90688294096401
"53",-76.5,-158.5,354.401922270486,201.928307347165,2.49332958873775
"54",-76.5,-157.5,437.492838284208,150.842711380658,3.13602559530625
"55",-76.5,-156.5,362.562577812987,110.422079875153,2.86546324207275
"56",-76.5,-155.5,339.955065569997,79.9433874130864,2.26382785417478
"57",-76.5,-154.5,298.604732818508,76.8184350848089,1.83450814900506
"58",-76.5,-153.5,335.699708745465,108.540043652468,1.17242084865251
"59",-76.5,-152.5,393.941064763485,93.12541285319,0.839415669347949
"60",-76.5,-151.5,499.582990828907,79.0505089038162,0.174568671635445
"61",-76.5,-49.5,86.866836989769,NA,3.6004223053654
"62",-76.5,-48.5,152.420788531372,NA,2.67484646497501
"63",-76.5,-47.5,165.566450592016,NA,2.53283489909437
"64",-76.5,-45.5,NA,NA,NA
"65",-76.5,-44.5,208.288345437895,NA,1.18926416937676
"66",-76.5,-43.5,169.09638152736,NA,0.985950105353222
"67",-76.5,-42.5,127.134575541985,NA,1.36779804498542
"68",-76.5,-41.5,130.268105487167,NA,0.97546079158783
"69",-76.5,-40.5,96.418220534088,NA,2.23247654080391
"70",-76.5,-39.5,NA,NA,NA
"71",-76.5,-38.5,86.9047686033442,NA,3.3402658328414
"72",-76.5,-37.5,101.409123759043,NA,2.87016898145278
"73",-76.5,-36.5,89.058058341363,NA,3.63019640743732
"74",-76.5,-35.5,111.457318471586,NA,3.65389408502314
"75",-76.5,-34.5,107.987542057751,NA,3.53873743779129
"76",-76.5,-33.5,145.305527624382,39.7877384974303,5.02075405507696
"77",-76.5,-32.5,142.636459753761,40.3720792621174,3.13795513914342
"78",-76.5,-31.5,148.500771087399,32.2261368168555,2.30675515414702
"79",-76.5,164.5,423.581384029073,216.003162319265,0.912006003044999
"80",-76.5,165.5,373.793498703575,165.90833419629,1.39231011466882
"81",-76.5,166.5,415.481577137585,118.943234156725,1.83673134730553
"82",-76.5,167.5,339.792244754039,73.7248644194005,1.34955323904931
"83",-76.5,168.5,273.191126696118,84.9264998058131,1.3028084839873
"84",-76.5,169.5,292.089409520663,84.8926899008558,1.47736001075536
"85",-76.5,170.5,310.658814299019,87.9084549136458,1.92554440275869
"86",-76.5,171.5,314.713330049214,95.756998066386,2.09535909048003
"87",-76.5,172.5,329.156748800988,108.396124485234,2.24146581070096
"88",-76.5,173.5,317.045049116499,111.800813278538,2.08671699865129
"89",-76.5,174.5,340.079659593906,107.24224383156,1.88840136961953
"90",-76.5,175.5,290.36122663051,138.799327040881,2.12788481224148
"91",-76.5,176.5,306.274579410325,155.603211402994,2.40707507528683
"92",-76.5,177.5,349.588404278917,168.804834073782,3.03477017917567
"93",-76.5,178.5,359.52915778799,165.359369747378,3.05121804906899
"94",-76.5,179.5,331.568547167566,174.117167337776,2.89745412450782
"95",-75.5,-179.5,339.625379569649,114.986434193645,0.892447034507309
"96",-75.5,-178.5,338.578048734451,123.546561346677,1.01177612077165
"97",-75.5,-177.5,291.62624216396,141.520834528329,0.830177037951847
"98",-75.5,-176.5,374.368342190626,75.7033030763794,0.919510224478598
