"","Latitude","Longitude","annualmean","annualsd","annualchl"
"1",-77.5,-178.5,242.188938764733,108.234892793306,2.39607891819719
"2",-77.5,-177.5,281.334949079478,141.871299911899,2.51771221282306
"3",-77.5,-176.5,279.331856358875,152.694821914408,2.65317784125606
"4",-77.5,-175.5,257.504887971263,151.003959064519,2.75456189060653
"5",-77.5,-174.5,230.92828842711,122.008000394103,2.6053244702311
"6",-77.5,-173.5,279.279541660647,125.701840238838,2.46682003512978
"7",-77.5,-172.5,257.489344171309,131.866708686199,2.0568063843271
"8",-77.5,-171.5,349.311387094978,140.745037850322,2.4659519802641
"9",-77.5,-170.5,278.746586963233,153.89331258374,3.03195186828574
"10",-77.5,-169.5,225.183853951971,126.92063801107,3.09491775088288
"11",-77.5,-168.5,281.116673364188,115.338747467861,2.4740878278907
"12",-77.5,-167.5,277.189958368274,134.765304098336,2.25955542588994
"13",-77.5,-166.5,288.842736055227,119.23430068465,2.18535086631333
"14",-77.5,-165.5,212.805825477054,93.9090891260089,2.81580121953178
"15",-77.5,-164.5,215.567767684895,95.5821812443659,3.28472668367128
"16",-77.5,-163.5,202.553558879732,117.465444361997,4.08866114390117
"17",-77.5,-162.5,201.386392971197,98.1760068434526,3.16969998668324
"18",-77.5,-161.5,224.31791499266,112.33741668849,3.25664032885322
"19",-77.5,-160.5,222.54963762642,68.6556430595357,2.52932186424732
"20",-77.5,-159.5,238.804295206738,55.9461659650598,1.97878187139269
"21",-77.5,-44.5,100.557351686874,76.9023493478861,1.73024115297529
"22",-77.5,-43.5,105.389965478548,67.5010796701142,1.98763514321452
"23",-77.5,-42.5,85.7999154111147,32.1195644727151,0.61767863953022
"24",-77.5,-41.5,124.231643733329,32.42663211418,0.193810354545713
"25",-77.5,-40.5,114.308886036822,11.6358664773331,0.604197640316907
"26",-77.5,-39.5,85.448411847304,37.8683116078795,1.03519193271882
"27",-77.5,-38.5,108.714657452581,53.6499997076236,1.12278331488276
"28",-77.5,-37.5,95.4872088860606,32.5032200964318,1.07223945447189
"29",-77.5,-36.5,96.8754234450996,46.9439517415987,2.17302994194243
"30",-77.5,-35.5,105.845033520357,54.7390170219369,2.23835323563073
